message,severity,attributes,tags,timestamp
Done 004_storage_and_vectors.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719452968Z
Running 005_ip_profile_fields.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719456067Z
Done 005_ip_profile_fields.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719458598Z
Running 006_integration_bindings.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719461584Z
Done 006_integration_bindings.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719464120Z
Running 007_ingest_heartbeat.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719466748Z
Done 007_ingest_heartbeat.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719469711Z
Running 008_pgvector.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719472391Z
Done 008_pgvector.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719474953Z
Running 009_style_profile.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719477598Z
Done 009_style_profile.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719480198Z
Running 010_strategy_agent.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719482820Z
Done 010_strategy_agent.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719485457Z
Running 011_auth_users.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719488223Z
Done 011_auth_users.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719491429Z
Running 012_link_mantou_ip_owner.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719494086Z
Done 012_link_mantou_ip_owner.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719497042Z
Running 013_set_xiaomin_nickname.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719499642Z
Done 013_set_xiaomin_nickname.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719502870Z
Running 014_competitor_system.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719505615Z
Traceback (most recent call last):,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719558122Z
"  File ""/app/scripts/run_migrations.py"", line 90, in <module>",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719560810Z
    run_migrations(),error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719563429Z
"  File ""/app/scripts/run_migrations.py"", line 81, in run_migrations",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719566057Z
"    _run_sql_script(cur, content)",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719568756Z
"  File ""/app/scripts/run_migrations.py"", line 65, in _run_sql_script",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719571366Z
    cur.execute(stmt),error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719574579Z
"psycopg2.errors.SyntaxError: unterminated dollar-quoted string at or near ""$$",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719577211Z
BEGIN,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719583089Z
"    NEW.updated_at = CURRENT_TIMESTAMP""",error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719585829Z
LINE 2: RETURNS TRIGGER AS $$,error,"{""level"":""error""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.719589001Z
Running 001_init.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.894244744Z
Done 001_init.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.898938919Z
Running 002_ingest_tasks.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.898942139Z
Done 002_ingest_tasks.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.898944851Z
Running 003_integration_config.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.900080573Z
Done 003_integration_config.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.900083630Z
Running 004_storage_and_vectors.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.900086386Z
Done 004_storage_and_vectors.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.901521076Z
Running 005_ip_profile_fields.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.901524363Z
Done 005_ip_profile_fields.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.922823373Z
Running 006_integration_bindings.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.922826621Z
Done 006_integration_bindings.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.922829343Z
Running 007_ingest_heartbeat.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.922832204Z
Done 007_ingest_heartbeat.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.935127114Z
Running 008_pgvector.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.935130376Z
Done 008_pgvector.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.951344863Z
Running 009_style_profile.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.951348584Z
Done 009_style_profile.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.951352193Z
Running 010_strategy_agent.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.951355706Z
Done 010_strategy_agent.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.956440749Z
Running 011_auth_users.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.956444360Z
Done 011_auth_users.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.956447579Z
Running 012_link_mantou_ip_owner.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.956450583Z
Done 012_link_mantou_ip_owner.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.958348094Z
Running 013_set_xiaomin_nickname.sql...,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.958351959Z
Done 013_set_xiaomin_nickname.sql,info,"{""level"":""info""}","{""project"":""978a3735-d57c-4501-988c-809107b9712f"",""environment"":""8ac1df90-738e-426c-a644-4b86a87bd5ec"",""service"":""996e74d0-b507-45ca-a8f8-537fad5c511d"",""deployment"":""5dfa7f4b-d714-4400-8b33-d09fddba09db"",""replica"":""018df845-4190-492c-aeeb-2484c0956128""}",2026-03-28T03:58:11.959466816Z
